order_item_id,order_id,product_id,quantity,unit_price
151,67,4,2,8918.81
152,67,17,2,8723.68
153,68,49,2,5702.62
154,68,25,2,4158.73
155,68,18,1,9969.76
156,69,23,1,9579.43
157,70,49,1,5702.62
158,71,40,1,3883.5
159,72,37,1,2419.69
160,73,11,3,2458.87
161,73,39,1,5817.05
162,73,48,1,7688.79
163,74,20,3,4277.91
164,75,26,3,10316.52
165,75,46,3,11465.14
166,75,13,3,12735.29
167,75,5,1,1541.37
168,76,44,3,2498.64
169,76,39,1,5817.05
170,76,8,2,3423.54
171,77,5,2,1541.37
172,77,33,1,4051.71
173,77,42,2,13289.11
174,78,41,1,10252.21
175,78,30,2,9883.26
176,78,46,1,11465.14
177,79,40,2,3883.5
178,79,35,2,3406.91
179,79,50,2,14309.47
180,80,16,2,8347.8
181,80,6,1,9089.98
182,80,18,2,9969.76
183,81,22,1,4114.62
184,81,2,2,2222.14
185,81,32,1,3812.42
186,81,21,2,5647.19
187,82,36,1,7478.71
188,82,1,1,11162.02
189,82,34,1,13482.67
190,83,45,3,13156.42
191,83,31,3,6963.95
192,84,6,2,9089.98
193,85,20,3,4277.91
194,85,43,2,5201.61
195,86,28,2,4125.95
196,86,48,2,7688.79
197,86,36,3,7478.71
198,87,15,1,2003.67
199,87,8,2,3423.54
200,87,47,1,13077.2
201,88,13,3,12735.29
202,88,14,2,12135.85
203,89,7,1,10782.89
204,89,13,2,12735.29
205,89,19,1,12851.47
206,90,18,1,9969.76
207,90,3,3,11148.92
208,91,41,2,10252.21
209,91,49,1,5702.62
210,92,31,1,6963.95
211,92,29,2,13164.06
212,92,22,2,4114.62
213,92,12,1,1527.28
214,93,37,3,2419.69
215,94,37,1,2419.69
216,94,20,1,4277.91
217,95,39,3,5817.05
218,95,40,2,3883.5
219,95,15,2,2003.67
220,95,50,2,14309.47
221,96,20,3,4277.91
222,96,37,3,2419.69
223,96,40,1,3883.5
224,96,4,1,8918.81
225,97,11,1,2458.87
226,98,1,2,11162.02
227,98,27,3,12353.77
228,99,15,2,2003.67
229,100,5,3,1541.37
230,100,44,3,2498.64
231,100,15,3,2003.67
232,100,17,1,8723.68
233,101,42,2,13289.11
234,101,10,1,10517.37
235,102,39,2,5817.05
236,102,48,2,7688.79
237,102,37,1,2419.69
238,103,18,2,9969.76
239,103,33,1,4051.71
240,103,35,3,3406.91
241,103,32,1,3812.42
242,104,2,3,2222.14
243,104,6,3,9089.98
244,104,15,3,2003.67
245,105,37,1,2419.69
246,105,3,2,11148.92
247,105,49,3,5702.62
248,106,12,3,1527.28
249,106,38,2,6419.08
250,106,28,1,4125.95
251,107,21,1,5647.19
252,107,43,2,5201.61
253,107,7,2,10782.89
254,108,49,1,5702.62
255,108,36,2,7478.71
256,108,3,2,11148.92
257,108,30,2,9883.26
258,109,33,2,4051.71
259,109,1,2,11162.02
260,109,43,1,5201.61
261,109,35,1,3406.91
262,110,41,1,10252.21
263,110,29,2,13164.06
264,110,49,3,5702.62
265,110,4,1,8918.81
266,111,8,1,3423.54
267,111,2,3,2222.14
268,111,41,1,10252.21
269,111,39,2,5817.05
270,112,6,1,9089.98
271,112,15,3,2003.67
272,112,8,1,3423.54
273,112,30,2,9883.26
274,113,27,2,12353.77
275,113,31,3,6963.95
276,113,16,1,8347.8
277,114,5,2,1541.37
278,114,18,2,9969.76
279,115,19,3,12851.47
280,116,10,2,10517.37
281,116,29,2,13164.06
282,116,35,3,3406.91
283,116,31,3,6963.95
284,117,13,3,12735.29
285,117,45,2,13156.42
286,117,16,1,8347.8
287,118,48,2,7688.79
288,118,31,2,6963.95
289,118,46,3,11465.14
290,119,3,2,11148.92
291,119,9,1,12170.04
292,119,33,2,4051.71
293,119,38,1,6419.08
294,120,47,1,13077.2
295,121,5,2,1541.37
296,121,31,2,6963.95
297,122,22,3,4114.62
298,123,41,2,10252.21
299,123,46,3,11465.14
300,123,49,1,5702.62
301,124,15,2,2003.67
302,124,48,1,7688.79
303,124,6,3,9089.98
304,125,11,1,2458.87
305,125,45,2,13156.42
306,125,20,1,4277.91
307,125,2,2,2222.14
308,126,16,2,8347.8
309,126,34,3,13482.67
310,127,12,3,1527.28
311,127,6,2,9089.98
312,128,38,3,6419.08
313,128,10,2,10517.37
314,128,15,2,2003.67
315,128,30,2,9883.26
316,129,19,1,12851.47
317,129,44,2,2498.64
318,129,35,2,3406.91
319,129,11,3,2458.87
320,130,45,1,13156.42
321,130,17,2,8723.68
322,130,30,2,9883.26
323,130,20,1,4277.91
324,131,37,2,2419.69
325,131,19,1,12851.47
326,131,45,3,13156.42
327,132,39,3,5817.05
328,133,50,2,14309.47
329,133,15,1,2003.67
330,133,39,3,5817.05
331,134,41,3,10252.21
332,134,7,3,10782.89
333,135,3,1,11148.92
334,135,38,1,6419.08
335,135,24,2,3785.44
336,135,47,2,13077.2
337,136,9,2,12170.04
338,136,35,3,3406.91
339,137,17,2,8723.68
340,137,31,3,6963.95
341,138,5,3,1541.37
342,138,10,3,10517.37
343,138,49,3,5702.62
344,138,15,2,2003.67
345,139,1,2,11162.02
346,139,17,2,8723.68
347,139,35,3,3406.91
348,139,8,3,3423.54
349,140,41,1,10252.21
350,140,24,2,3785.44
351,140,7,1,10782.89
352,140,44,3,2498.64
353,141,42,3,13289.11
354,141,5,2,1541.37
355,142,8,2,3423.54
356,142,9,1,12170.04
357,142,3,1,11148.92
358,142,20,1,4277.91
359,143,24,3,3785.44
360,143,43,2,5201.61
361,143,48,3,7688.79
362,143,45,3,13156.42
363,144,42,2,13289.11
364,144,7,2,10782.89
365,144,32,1,3812.42
366,144,40,3,3883.5
367,145,16,2,8347.8
368,145,24,3,3785.44
369,145,7,3,10782.89
370,145,44,2,2498.64
371,146,8,1,3423.54
372,146,30,3,9883.26
373,147,4,2,8918.81
374,148,5,3,1541.37
375,148,49,1,5702.62
376,149,22,1,4114.62
377,149,50,3,14309.47
378,150,9,2,12170.04
379,150,35,1,3406.91
380,151,9,1,12170.04
381,152,38,1,6419.08
382,152,21,1,5647.19
383,153,34,2,13482.67
384,153,8,2,3423.54
385,153,48,2,7688.79
386,153,5,3,1541.37
387,154,40,3,3883.5
388,154,3,3,11148.92
389,155,4,2,8918.81
390,156,32,3,3812.42
391,157,21,3,5647.19
392,158,40,3,3883.5
393,158,41,3,10252.21
394,158,38,2,6419.08
395,159,30,2,9883.26
396,159,33,1,4051.71
397,159,39,3,5817.05
398,160,28,1,4125.95
399,160,29,2,13164.06
400,161,27,2,12353.77
401,161,47,2,13077.2
402,161,7,3,10782.89
403,161,21,2,5647.19
404,162,5,3,1541.37
405,162,6,3,9089.98
406,162,28,2,4125.95
407,162,7,1,10782.89
408,163,43,2,5201.61
409,163,8,3,3423.54
410,163,27,2,12353.77
411,164,39,1,5817.05
412,164,20,3,4277.91
413,164,23,3,9579.43
414,165,15,2,2003.67
415,165,7,1,10782.89
416,165,23,2,9579.43
417,165,36,3,7478.71
418,166,39,3,5817.05
419,167,18,2,9969.76
420,167,45,2,13156.42
421,168,37,2,2419.69
422,168,43,1,5201.61
423,169,6,3,9089.98
424,170,30,2,9883.26
425,170,22,3,4114.62
426,170,11,2,2458.87
427,170,24,3,3785.44
428,171,10,1,10517.37
429,172,18,2,9969.76
430,173,27,3,12353.77
431,173,18,1,9969.76
432,173,14,2,12135.85
433,173,49,2,5702.62
434,174,34,1,13482.67
435,174,43,2,5201.61
436,174,20,3,4277.91
437,174,3,1,11148.92
438,175,50,2,14309.47
439,175,9,2,12170.04
440,176,48,2,7688.79
441,176,28,3,4125.95
442,176,12,3,1527.28
443,176,9,1,12170.04
444,177,5,1,1541.37
445,177,26,2,10316.52
446,177,48,1,7688.79
447,178,37,3,2419.69
448,178,28,3,4125.95
449,178,26,2,10316.52
450,179,21,1,5647.19
451,180,6,1,9089.98
452,180,28,2,4125.95
453,180,7,3,10782.89
454,181,20,2,4277.91
455,181,48,1,7688.79
456,181,22,1,4114.62
457,181,15,3,2003.67
458,182,50,2,14309.47
459,182,23,3,9579.43
460,183,7,2,10782.89
461,183,10,1,10517.37
462,184,12,3,1527.28
463,185,44,3,2498.64
464,185,37,2,2419.69
465,185,42,3,13289.11
466,185,41,2,10252.21
467,186,29,3,13164.06
468,186,41,1,10252.21
469,186,20,2,4277.91
470,186,18,3,9969.76
471,187,3,1,11148.92
472,187,4,3,8918.81
473,187,24,1,3785.44
474,187,19,3,12851.47
475,188,38,2,6419.08
476,188,36,3,7478.71
477,188,48,3,7688.79
478,188,3,1,11148.92
479,189,4,1,8918.81
480,189,29,2,13164.06
481,190,3,3,11148.92
482,190,16,2,8347.8
483,191,24,2,3785.44
484,191,19,2,12851.47
485,192,41,3,10252.21
486,193,36,3,7478.71
487,194,22,3,4114.62
488,194,6,3,9089.98
489,195,42,2,13289.11
490,195,45,1,13156.42
491,195,43,3,5201.61
492,196,36,2,7478.71
493,196,25,1,4158.73
494,196,42,3,13289.11
495,197,42,3,13289.11
496,198,24,2,3785.44
497,199,50,1,14309.47
498,199,32,1,3812.42
499,199,13,1,12735.29
500,200,33,3,4051.71
501,201,43,2,5201.61
502,202,10,3,10517.37
503,202,11,1,2458.87
504,202,12,3,1527.28
505,202,45,2,13156.42
506,203,29,2,13164.06
507,203,40,3,3883.5
508,204,20,1,4277.91
509,204,31,2,6963.95
510,205,30,3,9883.26
511,205,50,3,14309.47
512,205,19,2,12851.47
513,205,25,1,4158.73
514,206,17,3,8723.68
515,206,4,2,8918.81
516,207,46,3,11465.14
517,208,18,3,9969.76
518,208,29,1,13164.06
519,209,29,1,13164.06
520,209,23,2,9579.43
521,210,16,2,8347.8
522,210,25,1,4158.73
523,210,6,1,9089.98
524,211,10,2,10517.37
525,211,9,2,12170.04
526,211,3,3,11148.92
527,212,29,1,13164.06
528,212,40,2,3883.5
529,212,1,1,11162.02
530,212,6,1,9089.98
531,213,8,2,3423.54
532,213,50,1,14309.47
533,213,19,1,12851.47
534,213,16,1,8347.8
535,214,5,3,1541.37
536,214,8,1,3423.54
537,214,32,3,3812.42
538,214,39,3,5817.05
539,215,19,1,12851.47
540,215,28,3,4125.95
541,216,12,2,1527.28
542,216,43,1,5201.61
543,216,6,3,9089.98
544,216,34,3,13482.67
545,217,25,2,4158.73
546,218,17,2,8723.68
547,218,48,1,7688.79
548,218,2,2,2222.14
549,219,50,3,14309.47
550,220,3,3,11148.92
551,220,23,2,9579.43
552,221,45,1,13156.42
553,221,31,1,6963.95
554,221,41,3,10252.21
555,221,12,2,1527.28
556,222,13,1,12735.29
557,223,35,3,3406.91
558,223,31,1,6963.95
559,223,17,2,8723.68
560,223,3,2,11148.92
561,224,18,2,9969.76
562,224,8,2,3423.54
563,224,24,3,3785.44
564,225,22,2,4114.62
565,225,12,2,1527.28
566,225,32,3,3812.42
567,225,45,2,13156.42
568,226,28,3,4125.95
569,227,7,3,10782.89
570,227,6,2,9089.98
571,227,21,2,5647.19
572,228,11,2,2458.87
573,228,45,1,13156.42
574,228,29,3,13164.06
575,228,23,2,9579.43
576,229,41,3,10252.21
577,229,4,3,8918.81
578,229,5,2,1541.37
579,230,2,3,2222.14
580,230,10,3,10517.37
581,231,16,3,8347.8
582,232,39,1,5817.05
583,233,24,1,3785.44
584,233,29,3,13164.06
585,233,49,1,5702.62
586,234,42,1,13289.11
587,234,18,1,9969.76
588,234,16,3,8347.8
589,235,36,2,7478.71
590,235,8,3,3423.54
591,235,17,2,8723.68
592,235,50,1,14309.47
593,236,13,2,12735.29
594,236,8,1,3423.54
595,236,9,3,12170.04
596,236,5,2,1541.37
597,237,43,1,5201.61
598,237,23,3,9579.43
599,237,46,3,11465.14
600,238,46,3,11465.14
601,238,45,1,13156.42
602,239,13,1,12735.29
603,240,24,3,3785.44
604,241,40,1,3883.5
605,241,6,2,9089.98
606,242,34,1,13482.67
607,242,27,1,12353.77
608,242,50,2,14309.47
609,242,37,3,2419.69
610,243,9,3,12170.04
611,243,50,3,14309.47
612,243,36,1,7478.71
613,244,33,1,4051.71
614,244,4,2,8918.81
615,244,8,1,3423.54
616,244,34,1,13482.67
617,245,23,2,9579.43
618,245,34,1,13482.67
619,246,9,3,12170.04
620,246,41,3,10252.21
621,246,20,1,4277.91
622,247,11,3,2458.87
623,247,43,3,5201.61
624,248,2,1,2222.14
625,249,42,3,13289.11
626,249,14,2,12135.85
627,249,50,3,14309.47
628,250,42,1,13289.11
629,250,20,3,4277.91
630,250,31,2,6963.95
631,251,11,2,2458.87
632,252,22,1,4114.62
633,252,39,2,5817.05
634,253,26,2,10316.52
635,253,9,3,12170.04
636,253,49,3,5702.62
637,254,8,1,3423.54
638,254,18,1,9969.76
639,254,29,1,13164.06
640,254,16,2,8347.8
641,255,16,3,8347.8
642,255,11,2,2458.87
643,255,21,1,5647.19
644,255,37,1,2419.69
645,256,32,2,3812.42
646,256,20,3,4277.91
647,256,2,2,2222.14
648,256,6,1,9089.98
649,257,4,2,8918.81
650,258,19,2,12851.47
651,258,35,1,3406.91
652,258,1,2,11162.02
653,258,7,3,10782.89
654,259,3,3,11148.92
655,259,26,3,10316.52
656,259,4,1,8918.81
657,260,25,3,4158.73
658,261,40,1,3883.5
659,261,44,1,2498.64
660,261,8,2,3423.54
661,262,36,1,7478.71
662,262,24,1,3785.44
663,262,49,3,5702.62
664,263,3,1,11148.92
665,264,34,3,13482.67
666,264,30,1,9883.26
667,264,10,2,10517.37
668,264,39,3,5817.05
669,265,38,3,6419.08
670,265,22,3,4114.62
671,265,33,2,4051.71
672,266,2,1,2222.14
673,266,24,2,3785.44
674,266,22,3,4114.62
675,266,44,2,2498.64
676,267,39,2,5817.05
677,268,47,3,13077.2
678,268,4,2,8918.81
679,269,10,3,10517.37
680,269,44,3,2498.64
681,269,16,1,8347.8
682,269,3,1,11148.92
683,270,10,2,10517.37
684,270,27,3,12353.77
685,270,45,3,13156.42
686,270,14,2,12135.85
687,271,34,3,13482.67
688,271,14,2,12135.85
689,272,21,2,5647.19
690,272,12,3,1527.28
691,272,30,2,9883.26
692,272,35,3,3406.91
693,273,40,1,3883.5
694,273,31,2,6963.95
695,273,13,3,12735.29
696,274,50,1,14309.47
697,274,19,3,12851.47
698,274,46,3,11465.14
699,275,36,2,7478.71
700,275,47,1,13077.2
701,275,18,3,9969.76
702,276,23,1,9579.43
703,276,50,2,14309.47
704,276,10,3,10517.37
705,276,19,1,12851.47
706,277,48,1,7688.79
707,277,31,3,6963.95
708,277,14,2,12135.85
709,278,7,3,10782.89
710,278,40,3,3883.5
711,279,41,1,10252.21
712,279,15,1,2003.67
713,280,7,1,10782.89
714,280,44,3,2498.64
715,280,50,1,14309.47
716,280,9,2,12170.04
717,281,31,2,6963.95
718,281,42,2,13289.11
719,281,13,2,12735.29
720,281,49,3,5702.62
721,282,42,3,13289.11
722,283,12,2,1527.28
723,284,26,2,10316.52
724,285,3,3,11148.92
725,285,1,3,11162.02
726,285,20,1,4277.91
727,286,9,1,12170.04
728,286,33,1,4051.71
729,286,30,2,9883.26
730,286,18,1,9969.76
731,287,46,3,11465.14
732,287,12,2,1527.28
733,287,1,2,11162.02
734,288,12,3,1527.28
735,288,40,2,3883.5
736,289,26,3,10316.52
737,290,31,1,6963.95
738,290,21,1,5647.19
739,291,49,3,5702.62
740,291,18,3,9969.76
741,291,22,3,4114.62
742,291,20,1,4277.91
743,292,4,1,8918.81
744,292,43,2,5201.61
745,293,45,2,13156.42
746,293,8,2,3423.54
747,293,41,3,10252.21
748,294,31,2,6963.95
749,294,10,3,10517.37
750,295,49,1,5702.62
751,295,35,3,3406.91
752,295,43,3,5201.61
753,295,14,1,12135.85
754,296,5,1,1541.37
755,296,37,3,2419.69
756,296,8,3,3423.54
757,297,11,3,2458.87
758,297,21,2,5647.19
759,298,6,2,9089.98
760,298,33,1,4051.71
761,298,29,3,13164.06
762,298,4,2,8918.81
763,299,44,2,2498.64
764,299,20,2,4277.91
765,299,47,1,13077.2
766,299,2,3,2222.14
767,300,28,2,4125.95
768,301,5,2,1541.37
769,302,50,3,14309.47
770,302,9,3,12170.04
771,303,25,3,4158.73
772,303,29,3,13164.06
773,303,6,3,9089.98
774,304,8,2,3423.54
775,304,12,3,1527.28
776,304,35,1,3406.91
777,305,49,1,5702.62
778,306,35,2,3406.91
779,306,25,2,4158.73
780,306,15,1,2003.67
781,306,16,2,8347.8
782,307,3,3,11148.92
783,308,16,1,8347.8
784,309,29,3,13164.06
785,310,16,3,8347.8
786,311,35,1,3406.91
787,311,14,1,12135.85
788,312,47,2,13077.2
789,312,37,3,2419.69
790,313,16,3,8347.8
791,313,20,3,4277.91
792,313,10,1,10517.37
793,314,36,3,7478.71
794,315,36,3,7478.71
795,315,32,3,3812.42
796,315,4,2,8918.81
797,315,23,3,9579.43
798,316,10,3,10517.37
799,316,20,2,4277.91
800,316,25,1,4158.73
801,316,12,1,1527.28
802,317,30,3,9883.26
803,317,4,2,8918.81
804,318,25,2,4158.73
805,318,16,1,8347.8
806,319,24,1,3785.44
807,319,6,1,9089.98
808,319,35,2,3406.91
809,319,47,2,13077.2
810,320,5,1,1541.37
811,321,31,2,6963.95
812,321,14,2,12135.85
813,322,48,3,7688.79
814,322,8,2,3423.54
815,323,26,3,10316.52
816,323,16,2,8347.8
817,324,35,2,3406.91
818,324,42,2,13289.11
819,324,23,3,9579.43
820,324,20,2,4277.91
821,325,49,2,5702.62
822,325,21,2,5647.19
823,325,14,1,12135.85
824,325,24,3,3785.44
825,326,17,3,8723.68
826,327,19,1,12851.47
827,327,10,2,10517.37
828,327,13,3,12735.29
829,327,22,1,4114.62
830,328,17,3,8723.68
831,328,49,3,5702.62
832,328,32,3,3812.42
833,329,11,3,2458.87
834,329,9,2,12170.04
835,329,47,1,13077.2
836,330,34,1,13482.67
837,331,49,1,5702.62
838,332,5,1,1541.37
839,332,46,1,11465.14
840,333,4,3,8918.81
841,333,40,3,3883.5
842,333,41,2,10252.21
843,334,35,3,3406.91
844,335,35,3,3406.91
845,335,19,3,12851.47
846,335,2,3,2222.14
847,336,7,1,10782.89
848,336,34,1,13482.67
849,337,23,1,9579.43
850,337,18,2,9969.76
851,337,26,2,10316.52
852,338,20,1,4277.91
853,338,44,3,2498.64
854,339,26,2,10316.52
855,340,41,1,10252.21
856,341,28,1,4125.95
857,341,42,3,13289.11
858,341,22,1,4114.62
859,341,37,1,2419.69
860,342,18,2,9969.76
861,342,3,3,11148.92
862,342,5,3,1541.37
863,342,44,3,2498.64
864,343,2,1,2222.14
865,343,14,3,12135.85
866,343,38,2,6419.08
867,344,37,3,2419.69
868,344,25,3,4158.73
869,345,45,1,13156.42
870,345,47,3,13077.2
871,346,7,2,10782.89
872,347,39,3,5817.05
873,347,50,2,14309.47
874,347,40,2,3883.5
875,348,32,2,3812.42
876,348,15,2,2003.67
877,348,23,1,9579.43
878,348,36,3,7478.71
879,349,50,3,14309.47
880,350,6,2,9089.98
881,351,48,2,7688.79
882,351,25,2,4158.73
883,352,29,2,13164.06
884,352,24,1,3785.44
885,352,49,1,5702.62
886,353,36,1,7478.71
887,353,33,1,4051.71
888,353,27,2,12353.77
889,353,7,3,10782.89
890,354,25,2,4158.73
891,354,1,2,11162.02
892,354,19,1,12851.47
893,355,37,1,2419.69
894,355,34,3,13482.67
895,356,20,1,4277.91
896,356,18,1,9969.76
897,356,32,1,3812.42
898,357,31,2,6963.95
899,357,5,1,1541.37
900,357,24,3,3785.44
901,358,30,1,9883.26
902,358,7,2,10782.89
903,359,40,2,3883.5
904,359,25,2,4158.73
905,359,22,2,4114.62
906,360,20,3,4277.91
907,360,21,3,5647.19
908,361,26,2,10316.52
909,361,21,3,5647.19
910,362,21,2,5647.19
911,362,25,2,4158.73
912,363,38,1,6419.08
913,363,35,3,3406.91
914,364,46,3,11465.14
915,364,14,1,12135.85
916,364,29,2,13164.06
917,364,19,3,12851.47
918,365,16,1,8347.8
919,365,17,3,8723.68
920,365,43,2,5201.61
921,366,38,3,6419.08
922,366,26,2,10316.52
923,366,35,3,3406.91
924,366,33,1,4051.71
925,367,7,1,10782.89
926,368,42,1,13289.11
927,368,40,3,3883.5
928,369,49,1,5702.62
929,369,22,1,4114.62
930,369,28,2,4125.95
931,369,7,1,10782.89
932,370,29,2,13164.06
933,370,24,2,3785.44
934,371,23,2,9579.43
935,371,2,1,2222.14
936,372,8,3,3423.54
937,373,30,2,9883.26
938,373,14,2,12135.85
939,373,34,2,13482.67
940,374,21,3,5647.19
941,374,5,1,1541.37
942,374,20,1,4277.91
943,374,3,2,11148.92
944,375,48,3,7688.79
945,375,16,1,8347.8
946,376,30,1,9883.26
947,376,15,1,2003.67
948,376,26,3,10316.52
949,376,41,3,10252.21
950,377,29,2,13164.06
951,377,38,2,6419.08
952,378,18,3,9969.76
953,378,49,1,5702.62
954,379,24,1,3785.44
955,379,21,2,5647.19
956,380,34,2,13482.67
957,380,41,3,10252.21
958,380,21,2,5647.19
959,380,39,3,5817.05
960,381,40,2,3883.5
961,381,12,3,1527.28
962,381,44,3,2498.64
963,381,46,1,11465.14
964,382,16,2,8347.8
965,383,33,2,4051.71
966,383,25,3,4158.73
967,384,12,3,1527.28
968,384,32,3,3812.42
969,384,41,1,10252.21
970,384,35,3,3406.91
971,385,12,2,1527.28
972,385,21,3,5647.19
973,386,32,1,3812.42
974,387,27,2,12353.77
975,387,44,2,2498.64
976,387,32,1,3812.42
977,387,46,1,11465.14
978,388,19,2,12851.47
979,388,3,1,11148.92
980,389,37,3,2419.69
981,389,48,3,7688.79
982,389,50,1,14309.47
983,389,32,3,3812.42
984,390,35,3,3406.91
985,390,49,2,5702.62
986,390,3,3,11148.92
987,391,48,3,7688.79
988,392,29,2,13164.06
989,393,29,1,13164.06
990,394,48,3,7688.79
991,394,38,2,6419.08
992,395,11,1,2458.87
993,395,40,1,3883.5
994,395,9,3,12170.04
995,395,14,2,12135.85
996,396,21,2,5647.19
997,396,46,2,11465.14
998,397,9,2,12170.04
999,398,45,1,13156.42
1000,398,9,1,12170.04
1001,399,49,2,5702.62
1002,399,44,2,2498.64
1003,400,41,2,10252.21
1004,400,27,1,12353.77
1005,400,25,3,4158.73
1006,401,45,2,13156.42
1007,401,24,2,3785.44
1008,401,30,3,9883.26
1009,402,47,2,13077.2
1010,403,5,1,1541.37
1011,403,35,2,3406.91
1012,403,26,1,10316.52
1013,404,22,1,4114.62
1014,404,36,3,7478.71
1015,404,37,2,2419.69
1016,405,3,1,11148.92
1017,406,2,2,2222.14
1018,406,8,1,3423.54
1019,406,11,2,2458.87
1020,406,29,1,13164.06
1021,407,11,3,2458.87
1022,407,18,2,9969.76
1023,407,6,2,9089.98
1024,408,4,3,8918.81
1025,408,26,2,10316.52
1026,409,28,1,4125.95
1027,409,42,3,13289.11
1028,410,5,3,1541.37
1029,410,9,3,12170.04
1030,410,38,2,6419.08
1031,410,15,1,2003.67
1032,411,28,3,4125.95
1033,412,25,3,4158.73
1034,412,6,1,9089.98
1035,413,9,1,12170.04
1036,413,25,3,4158.73
1037,413,50,3,14309.47
1038,414,40,3,3883.5
1039,415,41,1,10252.21
1040,415,48,2,7688.79
1041,416,6,1,9089.98
1042,416,7,1,10782.89
1043,417,28,1,4125.95
1044,417,21,2,5647.19
1045,417,9,3,12170.04
1046,418,50,3,14309.47
1047,418,45,2,13156.42
1048,418,2,1,2222.14
1049,419,48,2,7688.79
1050,419,26,3,10316.52
1051,420,32,1,3812.42
1052,420,25,1,4158.73
1053,421,34,1,13482.67
1054,422,25,2,4158.73
1055,422,37,2,2419.69
1056,423,50,1,14309.47
1057,423,5,1,1541.37
1058,423,2,2,2222.14
1059,423,38,1,6419.08
1060,424,33,3,4051.71
1061,424,19,2,12851.47
1062,424,41,2,10252.21
1063,424,46,3,11465.14
1064,425,18,2,9969.76
1065,425,6,1,9089.98
1066,426,35,2,3406.91
1067,426,21,3,5647.19
1068,427,20,3,4277.91
